Category,Activity_name,Price,Age_range,Activity_description,Available_dates 
Turlar və Səyahət,A Frame Ev Qusar (Günlük Kirayə),120,1+,"Qusar rayonunun Çiləgir kendinde Şahdağ yolunun tam üzərindəlüks temirli a frame ev kirayə verilir 🏡

2 yataq otağı
1 hamam otağı
Mətbəx
4 nefer üçün nəzərdə tutulmuşdur
Wifi
Tərass
İstilik sistemi kombi və isti pol
Evin yanında market və restoranlar var.

Qiymətə daxildir:

Hamam ləvazimati
Samavar, sac, manqal setka
Yemək bişirmək üçün mətbəx əşyaları

Qiymətlər: 
Həftə içi: 120 AznHəftə sonu: 160 Azn
Vaxt: 14:00 - 12:00
Ünvan: Şahdaga gedən yolda Çiləgir kəndində yolun kənarinda yerləşir.
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 14:00-12:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 14:00-12:00 (29 Apr. - 31 Dek.)']"
Turlar və Səyahət,A Frame Ev Qəbələ/ Vəndam,170,0+,"Evlərimiz Qəbələ/Vəndam kəndində yerləşir.

Evlər genişdir amma ən çox 4 insan ucun nəzərdə tutulub.
EvIərdə istilik/soyutma sistemi çox əladir.
Yeməklər öncədən bildirilərsə kənd yeməkləri və milli mətbəx yaxinliqda restoranda hazirlanib servis edilir.
(Yeməklər qiymətə daxil deyil)
Həyətdə manqal/şiş, sac, sac mangalı, ızgara, setka (balıq/toyuq üçün), steak tavası və s. var.
Butun ev tekstili antialerjik yuyucu tozla yuyulur.
Ortopedik yataqlar mövcuddur və yataq dəsti pambıq ve bambudan istfade edilir.
Bütün mətbəx seti maşında yuyulur və yenidən silinir.
Ev buxarlı və vakumlu karcher aparatla təmizlənir və pronto yer yuyucu vasitesi istfadə edilir.
Odeyal ve yorğan seti  quru təmizləmədə təmizlənir. 

Qiymətlər : 

1gecə/2gün 160 azn.
2gecə/3gün 280azn.

Ünvan: Qəbələ, Vəndam.
Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasından 96 saat əvvələ qədər ləğv etmək imkanınız var. 
Xoş istrahətlər.","['Baz.E. - Baz, 12:00-12:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 12:00-12:00 (28 Apr. - 31 Dek.)']"
Digər,Taxtların Oyunu Kvest Oyunu,14,14+,"Qırmızı Qala Yeddi Krallıqın qəlbidir. Onun otaqları qorxunc əfsanə və qanlı pıçıltılarla örtülüb. Sonsuz gücü əldə etmək üçün qalanın qorxunc olmağı insanlar üçün o qədər də önəmli deyildi: intiriqa, xəyanətlər, zəhərlənmə və dəhşətli cinayətlər.
Bəzi fraksiyaların aramsız döyüşlərinin nəticəsi olaraq krallığın qanuni varisləri Dəli Qəsbkarın göstərişi ilə Dəmir taxtdan 7 ağır qıfılla uzaq düşdülər. Yalnız möhtəşəm tapmacaları həll edib, zəkalarını istifadə edən varislər, varolan güclərini yenidən qazana bilər və taxtda oturmağa layiq olduğunu sübut edə bilərlər.
Və çalışın ki, unutmayasınız: Siz “Game Of Thrones"" oynadığınız zaman ya qazanarsız ya da ölərsiz, başqa yolu yoxdur.""
Qiymət: 

Həftə içi: 14AZN (bir nəfər üçün və minimum 2 iştirakçı olmalısınız).
Həftəsonu(cümə, şənbə və bazar): 18AZN (bir nəfər üçün və minimum 2 iştirakçı olmalısınız).

Bilet alarkən əlavə iştirakçılar üçün də bilet seçə bilərsiniz və biletin qiyməti ümumi məbləğə əlavə olunacaq.
İştirakçıların Sayı: Əlavə iştirakçılarla birgə komandada maksimum iştirakçı sayı 5 nəfər ola bilər.
Kvestin Müddəti: 60 dəqiqə
Çətinlik Səviyyəsi: Mürəkkəb (5/5)
Ünvan: Həsən bəy Zərdabi pr. (Qələbə dairəsi və ''Tri Korona” yaşayış kompleksi yaxınlığı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm.A., 13:00-23:00 (01 May - 28 Dek.)', 'Cüm. - Baz, 13:00-23:00 (28 Apr. - 31 Dek.)']"
Turlar və Səyahət,Ezraider Turu - Balaxanı,40,18+,"Sizi daha əvvəl yaşamadığınız hissləri təcrübə etməyə çağırırıq. Kompakt və unikal dizayna malik olan EZRaiderlərimiz sizə Azərbaycanda rəqibi olmayan adrenalin dolu bir tur yaşadacaq. Etdiyiniz səyahəti daha da unudulmaz etmək üçün hər kəsə action camera vasitəsi ilə çəkiliş etmək imkanı təklif edirik. Eyni zamanda sizə hər turun özünə məxsus eksklüziv təkliflərini təqdim edirik.
Bu turlar Azərbaycanın ilk neft mədənlərinin yerləşdiyi Balaxanı qəsəbəsində təşkil olunur. Səyahət zamanı bir çox maraqlı və tarixi yerləri - Rus hamamı, Ovdan, Papaqçı, Qum hamamı, M.Ə.Sabir heykəli və digər yerləri gəzmək imkanı yaradır. Bu unudulmaz və əyləncəli tura sevdiklərinizlə bərabər qoşulmağa siz də tələsin.

Hər gün: 10:00-17:30
Tur müddəti: 1 saat
Sərbəst fotoçəkiliş üçün dayanacaqlar: 9+ dayanacaq (suvenir mağazaları, tarixi abidələr və s)
Maksimum: 10 nəfərlik qrup
Ərazi: Balaxanı Qəsəbəsi

Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 10:00-17:30 (28 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Boyakarlıq Masterklassı,30,3+,"Proqram
Bu sessiya iştirakçılara rəsm sənətini öyrənərkən müxtəlif rən tonları arasında uyğun bir tarazlığı qorumağı öyrənməyə kömək edəcəkdir. Rəssam olmağın açarı əsəri işləyərkən rəsm texnikaları ilə insan yaradıcığı və hisslərini birləşdirməyi bacarmaqdır və Qalereyamız iştirakçılara məhz bunu öyrənməkdə istiqamət verir.
Proqram müddətində iştirakçılar aşağıdakıları əhatə edir:
Rəsm texnikaları və üslublarıRənglənmə texnikalarıPraktiki tətbiq ilə rəsmin çəkilməsi
Vacib qeydlər:
Bütün ləvazimatlar biz tərəfindən təmin ediləcəkdir. Ləvazimatlar bunlardır: Kətan, yağlı boyalar, fırçalar, palitra və mastixin. Ləvazimatlar yalnız sessiya zamanı istifadə üçün təmin edilir. İştirakçılar sessiya zamanı işlədikləri əsəri isə sessiyadan sonra özləri ilə apara bilərlər və onlara aiddir. Hər dərs 2 saat keçirilir, bu müddət ərzində sizə çay süfrəsi də ikram olunacaq.
Sessiyanın dili: Sessiya paralel olaraq Azərbaycan və Rus dillərində aparılacaqdır.
Müddət: 2 saat
Ünvan: Mərdanov Qardaşları 20
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Çərş.A. - Baz, 11:00-18:00 (28 Apr. - 30 Iyl.)']"
İncəsənət və Sənətkarlıq,Polimer Gil Sənəti,35,3+,"Təsvir
Polimer gil sənəti ilə gözoxşayan aksesuarlar,broşlar hazırlaya bilərsiniz. Rahat mühitdə əyləncəli vaxt keçirə və öz əlləriniz ilə zövqünüzə uyğun sənət əsərləri hazırlaya biləcəksiniz. 
Proqrama nə daxildir?

Peşəkar təlim
Düzgün istifadə qaydaları
Bütün lazımi ləvazimatlar
Çay süfrəsi

Vacib qeydlər: Hazırlanan əsər onların daim özlərilə qürur duyacağı məhsul kimi iştirakçıların özündə qalacaq. 
Sessiyanın dili: Sessiya paralel olaraq Azərbaycan və Rus dillərində aparılacaq .
Müddət: 2 saat
Ünvan: Mərdanov Qardaşları küç 20 (keçmiş Qoqol küç).
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Çərş.A. - Baz, 14:00-16:00 (28 Apr. - 30 Iyl.)']"
Akademik və Xarici Dil,BiznesdəSƏN 2023,24,15+,"Forum 14 may (bazar günü) Avropa Azərbayacan məktəbində 900 nəfər gəncin və iş adamının iştirakı ilə baş tutacaq.
Forum 10:00 - 17:00 aralığında davam edəcək 2 dəfə coffee break və 1 dəfə nahar fasiləsi olacaq.
7 spiker çıxış edəcək. Spikerlər xüsusi kriteriyalara əsasan seçilmişdir. Hər biri öz sahsində peşəkar, sıfırdan öz işini qurmuş, gördükləri işdən nəticə çıxarda bilən və auditoriyaya verəcəkləri mesajları, ötürəcəkləri dəyərləri  olan spikerlərdir.
Bu forum kimlər üçündür?BiznesdəSƏN 2023 forumu daim özlərinin şəxsi inkişafını düşünənlər, sahibkar olmaq, öz bizneslərini quraraq biznes dünyasında olmaq istəyən, təhsil aldıqları sahədə peşəkar olmaq və ya oxuduqları sahəni sorğulayaraq “Mən əslində nə istəyirəm?” sualını özünə verən, olduqları peşə ilə birlikdə şəxsi inkişafları ilə maraqlananlar üçündür, şəxsi inkişaf, əslində, hamımız üçündür!
Forum üçün bilet:

Standart bilet 29 AZN Tələbələr üçün standart biletin qiymeti 20% endirim ilə 24 AZN.

Standart biletə daxildir:
Öz sahəsində peşəkar, sıfırdan öz bizneslərini qurmuş dəyərli spikerlərin hekəyələri ve olmaq istədiyiniz yerdən verəcəkləri dəyərli məlumatları.
Özünüz kimi gənclərlə networking qurma imkanı.
Hər kəsə forumun sonunda sertifikat.
Sponsorlarımız tərəfindən endirimlər və müxtəlif hədiyyələr.
Əyləncəli oyunlar.
""Gənc kartı"" hədiyyə olunacaq. Hansı ki, xərclədikcə qazanacaqsız.
2 dəfə coffee break və 1 dəfə nahar.
Spikerlərlə və tərəfdaşlarla networking.
Aktiv iştirakçıların ödənişsiz şəkildə mentorluq proqramına cəlb olunması. Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 10%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz - Baz, 10:00-17:00 (14 May - 14 May)', 'Baz - Baz, 10:00-17:00 (14 May - 14 May)']"
Digər,Şah Sarayının Fəthi / Kvest oyunu,6,10+,"“Şah Sarayının Fəthi” kvest oyununda siz Azərbaycanın ən qədim və şanlı tarixlərindən birinin, 1000 illik tarixi olan Şirvanşahlar dövlətinin şahlarının saray həyatı ilə yaxından tanış olacaqsınız. Həmçinin müxtəlif hücumlara məruz qalsa da, orta əsrlərdən bəri öz varlığıını qoruyub saxlamış möhtəşəm kompleksdə müasir avadanlıqların köməyi ilə də unikal təcrübə yaşamanıza imkan verəcək strukturlar quraşdırılmışdır.
Ancaq unutmayın ki, şah sarayına daxil olursunuz və şahın gözətçiləri burada yadları görməyi sevmirlər. Onların şübhələrini aradan qaldırmaq üçün isə sizə verilən suallara düzgün cavab verməniz və özünüzü saray əhli olaraq təqdim etməniz çox önəmlidir! Bunun üçün isə qarşınıza çıxan bütün ipuclarına xüsusi diqqətlə yanaşmalı, sarayın sirlərini bacardığınız qədər tez aydınlaşdırmağa çalışmalısınız.
Qiymət:

Standart bilet: 6azn
Qrup bileti: 20azn (maksimum 6 nəfər)

Qeyd: 6 nəfərdən çox olsanız, əlavə bilet almaq lazımdır.
Diqqət!
Şirvanşahlar Saray Kompleksinə giriş böyüklər üçün 2, tələbələr üçün 1 manat, şagirdlər üçün isə 20 qəpik təşkil edir. Kvest üçün ödədiyiniz məbləğə giriş bileti daxil deyil.
Qiymətə nə daxildir?

Kvest Oyunu
Xüsusi proqram təminatı
Oyun müddətində dəstək (İstənilən çətinlik yarandıqda bələdçimiz ilə əlaqə saxlayırsınız və sizə dəstək göstərilir.)

Müddət: Oyun təqribi 2 saat davam edir. Kvest 24 saat ərzində aktiv olaraq qalır - fasilə ilə oynaya bilərsiniz.Yaş: 10+ Dil: Azərbaycan, Rus və İngilis (iştirakçının seçiminə uyğun).Başlanğıc nöqtəsi: Şirvanşahlar Saray Kompleksi
Sizə saray ekspedisiyanızda uğurlar arzu edirik!Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 10:00-18:30 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:30-17:00 (28 Apr. - 31 Dek.)']"
Sağlamlıq və Qidalanma,Həmişə Təmizlikdə / Bəylər üçün Hamam,15,7+,"Əziz bəylər, sizləri hamam kompleksimizdə istirahətə dəvət edirik.Yayın istisində harada sərinləmək olar?Qışın soyuğunda harada qızınmaq olar?Adam harada pak olar?Hamamda.
Giriş: 15azn / 1 nəfər
Biletə daxildir:

Rus Hamamı
Türk Hamamı
Fin Hamamı
Hovuz
Cakuzi
Hamamda istifadə üçün dəsmal, başmaq, fitə, məxsusi şkaf
İstirahət zonası

Qeyd: Giriş bileti ilə yuxarıdakı xidmətlərdən limitsiz istifadə edə bilərsiniz.
Əlavə xidmətlərimiz:

VIP otaq - 50azn
Kisə- 20azn
Massaj 30 dəq - 20azn
Massaj 45 dəq - 30azn
Massaj 60 dəq - 40azn
Massaj 60 dəq (balla) - 45azn
Sabunlama -16azn
Süpürgə - 10azn
Pilinq - 4azn
Pedikur - 20azn
Manikur - 20azn
İcarə Xalat - 4azn

Ünvan: Bakıxanov qəsəbəsi, Xalqlar Dostluğu metro stansiyasının yaxınlığı.
Gözəl şəraitdə dostlarınızın əhatəsində dincəlmək fürsətini qaçırmayın!Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 12:00-23:00 (28 Apr. - 31 May)']"
Turlar və Səyahət,Dağ Mənzərəli Unikal Ev / Şamaxı,99,7+,"Yaz səhərini Şamaxıda unikal evdə dağ mənzərəsi ilə açın.
Evlərimiz Şamaxıda Sis kəndində yerləşir. Evlər 4 nəfərlikdir, 1 ədəd 2 nəfərlik çarpayı və 1 ədəd açılan divan mövcuddur.Yemək hazırlanması üçün evin içində hər bir şərait var. Restoran xidməti yoxdur, lakin yaxınlıqdakı restorandan yemək sifarişi edə bilərsiniz ""çatdırılma xidməti var"". Həmçinin, açıq havada manqal xidmətinizdədir. ""Sac, Şiş, Barbüke setkası "" bizim tərəfimizdən təmin olunur.
Qiymət:
99azn / 1 gecə / 2 nəfər 
Check-in (Giriş) vaxtı 14:00 / Check out (Çıxış) vaxtı 12:00
Ödənişə daxildir:

Qonaqlar üçün avto-dayanacaq
Kondisioner, qarderob, iş masası, ütü, kettle, mini soyuducu, manqal, sac, şiş, barbeku setkası
Duş, şampun, sabun, fen və s.

Ödənişə daxil deyil:

Kömür kisəsi 5azn
Odun 1 bağ  5azn

Yaxınlıqda balığ ovu etmək üçün göl, Tarixi Buğurd qalasi, Balabəy qalası, Şəlalələr, Safari park və Rəsədxana yerləşirLəğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Çərş.A., 14:00-12:00 (01 May - 26 Dek.)']"
Digər,VR Oyun / Blade and Sorcery,10,18+,"Blade & Sorcery tam fiziki yaxın döyüş, uzaq məsafəli və sehir döyüşü özündə əks etdirən VR üçün qurulmuş orta əsr fantaziya virtual aləm oyunudur. Güclü bir döyüşçü, mühafizəçi və ya sehrbaz ol və düşmənləri məhv et.
İştirakçı sayı: Tək Müddət: 10, 30 və ya 60  dəqiqəYaş: + 18Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasına 96 saat əvvələ qədər ləğv etmək imkanınız var.
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Biletlər tripsome.az-da onlayn satılır. Əldə etməyə tələsin.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 15:00-21:00 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Digər,"""Məxluq"" Kvest Oyunu",15,14+,"Məxluq kvest oyunu. Meşədə azmısınız və özünüzə sığınacaq ev tapırsınız,lakin bura heç də normal ev deyil,çünki bəzi deyimlərə görə burada qəribə bir məxluğun məskunlaşdığına inanılır.Son dəfə meşədə itmiş insanların da bu evin yaxinlığında qeyb olmağı təsadüfi deyil.Amma başqa çarəniz yoxdur çünki gəldiyiniz yolda yırtıcı heyvanlar höküm sürür.Məqsədiniz evə gizli daxil olmağın yollarını tapmaq və gecəni orda keçirtməkdir.Əgər deyimlər həqiqətdirsə demək onun növbəti qurbanları sizsiniz.
Qiymət:

Həftə içi: 15AZN (bir nəfər üçün və minimum 2 iştirakçı olmalısınız).
Həftəsonu : 17AZN (bir nəfər üçün və minimum 2 iştirakçı olmalısınız).

İştirakçıların Sayı: Əlavə iştirakçılarla birgə komandada maksimum iştirakçı sayı 10 nəfər ola bilər.
Kvestin Müddəti: 60 dəqiqə
Çətinlik Səviyyəsi: Mürəkkəb (3/5)
Ünvan: İçəri Şəhər, Murtuza Muxtarov
Saat: 12:00 - 23:00
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 12:00-23:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-23:00 (29 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Ata-bala Dülgərlik Master-klassı (Quş evi),35,2+,"Yaz Gəldi Quşlara ev qur.
""Ata-bala"" adlı dülgərlik master-klassa dəvət edirik.
Proqram:

Birlikdə quş evi düzəldirik;
Quş evini öz zövgünüzə görə boyayırıq;
Atalar ilə birgə müsabiqə;
Çay süfrəsi.

Qiymət:  Ata və bala (35 AZN)
Saat: 13:00
Ünvan: Ünvan: Ağasadıq Gəraybəyli 5A, Baku, Azerbaijan.
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir
------
Cтолярный мастер-класс ""Отец-сын""
Программа:

Вместе делаем домик для птиц;
Раскрашиваем домик для птиц по вашему вкусу;
Конкурс с отцами;
Чай и кофе.

Цена: Отец и ребёнок (35 AZN)
Время: 13:00Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir","['Baz - Baz, 13:00-15:00 (30 Apr. - 31 Dek.)']"
